claimant_id,name,gender,age,marital_status,occupation,annual_income,credit_score,state,address,phone,bank_account_hash,policy_type,policy_tenure_years,prior_claims_count
CL000371,Pamela Christensen,Male,49,divorced,Retired,65626.64,688,GA,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",630.730.7053,GB61MVFW91603248413768,full_coverage,2.9,1
CL000372,Michelle White,Male,61,single,Administrative Assistant,76071.6,778,CA,"0168 Levy Forge Suite 004, Harperfort, LA 70846",401-219-4707,GB92ZZQP18981312920875,full_coverage,2.4,1
CL000373,Nancy Park,Male,40,single,Retail Worker,67169.68,580,NC,"4212 Kevin Ways, Rachelburgh, FL 26175",677-280-4579x7251,GB27OAGH98214782337209,liability_only,2.2,1
CL000374,Debra Brown,Male,74,divorced,Manager,42809.94,798,OH,"PSC 7670, Box 6363, APO AP 18932",463.801.1220x08484,GB38IYRG33679608289671,liability_only,0.3,1
CL000375,Jane Christian,Female,41,single,Sales Representative,50032.48,689,PA,"469 Andrew Land Suite 490, Port Jacobview, RI 48944",001-719-235-0011x54617,GB18RBGQ89044104043156,full_coverage,4.3,0
CL000376,Jordan Jones,Male,23,divorced,Nurse,76409.18,651,TX,"81483 Collins Island Suite 803, New Danielleville, MO 68176",964-371-7784x01902,GB14MTQW83716115866861,full_coverage,2.0,0
CL000377,Kenneth Serrano,Female,39,married,Accountant,72148.24,751,TX,"833 Robert Mountains Apt. 505, West Jake, MI 84862",+1-719-556-5728,GB94LHHS98242662177580,full_coverage,2.2,0
CL000378,Gary Olsen,Male,78,married,Retail Worker,38058.83,750,NC,"USCGC Kelley, FPO AP 27766",4309285327,GB11YMNS83451502528546,comprehensive,5.4,0
CL000379,David Lara,Male,76,married,Consultant,41964.44,671,GA,"89720 Cannon Fork, South Laura, NJ 60254",001-211-284-2527x8630,GB90OCEC02423447305777,liability_only,5.4,0
CL000380,Manuel Reilly,Male,24,single,Business Owner,61847.33,760,MI,"99716 Mckinney Mews Suite 667, Phillipsfurt, NC 31241",644.400.9522,GB81VMVW53793221914390,full_coverage,5.0,1
CL000381,Ivan Mitchell,Male,57,single,Construction Worker,48434.21,715,MI,"15791 Rebecca Isle Apt. 101, Fletcherberg, MT 01669",6809265893,GB35KTOR33548835719214,liability_only,2.1,2
CL000382,Kaitlyn Davis,Male,42,divorced,Administrative Assistant,50714.35,625,FL,"866 Shelton Garden, North Nancy, CO 65362",001-626-465-2824x685,GB50XPVE40002086014605,full_coverage,1.2,0
CL000383,Alexander Cannon,Male,52,married,Business Owner,67344.38,625,IL,"1630 Vanessa Island, Kirkborough, MS 78917",001-530-310-0090x899,GB60ROQD04802835415892,full_coverage,6.0,0
CL000384,Amber Singh,Male,36,married,Software Engineer,29421.97,653,NC,"376 Davis Trail Suite 628, New Kristinaland, DC 18471",+1-368-215-9474x70531,GB14LVRG30967397984218,full_coverage,0.7,0
CL000385,Belinda Parker,Female,77,single,Software Engineer,69527.92,785,IL,"6501 Burnett Meadow, Vaughnville, NY 65413",362.888.3636x8850,GB09YZUF76292266678809,full_coverage,3.5,1
CL000386,Chloe Schneider,Male,65,widowed,Electrician,59428.71,752,CA,"2289 Steven Prairie Apt. 598, East Marcusfort, NJ 61430",(565)797-6408,GB31XRAK01417165789391,full_coverage,2.1,0
CL000387,Brenda Bernard,Female,19,single,Business Owner,88000.87,655,OH,"1887 Deborah Ville Suite 860, Port Deniseton, AL 94663",+1-224-549-2878x757,GB46UAYE93011250186074,full_coverage,8.3,0
CL000388,Paul Johnson,Male,57,single,Warehouse Worker,206908.56,730,PA,"22336 Lori Roads Apt. 620, Port Stephanieborough, AK 18340",226-762-4975x374,GB21PZWC44695674068735,comprehensive,0.1,0
CL000389,Dawn Watson,Female,49,single,Truck Driver,35977.07,706,OH,"6688 Gomez Well, Lake Julie, KY 66912",948.535.8626,GB32NMJQ53207758708943,full_coverage,2.0,0
CL000390,Stephen Ortiz,Female,71,single,Mechanic,37741.97,760,PA,"443 Shea Spurs, Michelleton, MI 03617",001-245-905-0928x46720,GB04GIFY93907737295450,liability_only,15.6,0
CL000391,Timothy Brown,Female,70,married,Student,103008.32,798,OH,"50204 Johnson Ferry Apt. 435, North Donald, NH 78701",733-279-5311x123,GB47IFML27428662510857,liability_only,0.6,1
CL000392,Corey Espinoza,Male,72,married,Electrician,70484.05,625,OH,"1460 Brenda Islands Apt. 174, Mariamouth, WV 90188",870.962.7281,GB18GHOI61215756264126,liability_only,0.3,0
CL000393,David Wilson,Male,37,married,Business Owner,38774.28,719,NY,"Unit 7620 Box 9906, DPO AP 31177",396-830-3995,GB55XPBJ50599822673123,full_coverage,6.8,1
CL000394,Daryl Rowe,Female,36,single,Administrative Assistant,66606.19,737,PA,"80981 Sanchez Meadows Suite 203, Brookeville, MT 40768",419-678-1847,GB87EPLY57672991154904,full_coverage,1.3,0
CL000395,Cheyenne Miller,Female,39,married,Retired,45207.45,751,TX,"835 Luna Viaduct, East Curtis, KS 26357",+1-351-684-4989x2665,GB29ONCZ74224386490810,full_coverage,0.7,1
CL000396,Christina Evans,Male,79,married,Truck Driver,43002.54,799,PA,"10297 Wilson Row Apt. 506, Lake Brenda, TX 61803",+1-326-251-7328x162,GB48XQPH92219836915737,liability_only,8.3,1
CL000397,John Mejia,Male,28,married,Electrician,106593.47,806,GA,"0745 Nathaniel Flat Apt. 445, North Lisaburgh, AL 17662",001-768-838-7890x34502,GB69OYMB30409346754182,full_coverage,1.5,1
CL000398,Jeff Wagner,Male,32,widowed,Truck Driver,45417.41,699,PA,"272 Brandon Terrace, Craigbury, KY 49691",380-401-3224,GB22ZHFB83168163603891,full_coverage,1.3,0
CL000399,Meredith Mooney,Female,64,single,Chef,66825.65,662,IL,"8947 Olson Cape, North Michaelland, KS 92087",001-210-770-7163x485,GB22DFGO08511919445456,liability_only,0.9,1
CL000400,Brenda Foster,Male,80,married,Sales Representative,89511.44,659,IL,"276 Miller Mill, Navarroville, UT 99492",+1-988-562-6395x61266,GB02ALLP37138874022346,full_coverage,0.8,0
CL000401,Elizabeth Cobb,Female,38,single,Consultant,74993.16,697,NY,"6330 Bean Creek, Port Stephenville, TX 39585",(815)824-8319,GB97GNIP04656896987036,full_coverage,7.2,1
CL000402,Peggy Hall,Male,30,married,Freelancer,66789.56,738,NY,"9363 Kathy Ports, Lake Stephanie, WI 93161",+1-612-270-6593x410,GB80MXVE91187228247183,full_coverage,7.3,0
CL000403,Joshua Griffin,Male,76,divorced,Police Officer,54278.39,605,GA,"075 Fox Stream Suite 974, Weberton, MD 21633",(817)711-4865,GB69QXDR98106173563163,liability_only,2.2,1
CL000404,Carol Murray,Female,52,single,Police Officer,111523.17,665,OH,"USNV West, FPO AE 98129",001-561-269-4963x78811,GB81MQFW01307167532163,liability_only,2.3,0
CL000405,Melissa Fisher,Female,57,married,Student,68472.57,696,OH,"79854 Karen Cape, Hannahton, IA 62920",+1-329-454-5858x35639,GB30PIXG92255174192581,full_coverage,1.1,1
CL000406,Sarah Leach,Female,68,divorced,Business Owner,76010.97,750,MI,"33230 Villanueva Cliffs, West David, MS 75175",468-245-3851,GB88UJNM53335038363358,full_coverage,6.4,1
CL000407,Casey Rodriguez,Male,26,married,Mechanic,90447.94,648,FL,"1668 Carl Ford, New Thomas, NE 59853",6724173402,GB80UFUF41983063236540,full_coverage,1.2,1
CL000408,Joshua Banks,Other,55,married,Chef,24787.53,711,IL,"Unit 1778 Box 5079, DPO AE 48694",975-470-5120x4618,GB73TDYC87734778485880,liability_only,6.1,0
CL000409,Derrick Phillips,Male,58,married,Consultant,98052.04,625,MI,"Unit 4202 Box 4350, DPO AP 79265",676-351-1861x5640,GB36JPLG98913705424519,liability_only,0.2,2
CL000410,Terry White,Female,63,married,Student,76709.28,850,FL,"94746 Barbara Pike Apt. 797, Sherrystad, SD 05998",866.369.6922x9533,GB22AHJM07791570814843,full_coverage,6.4,0
CL000411,Kayla Lopez,Female,29,married,Software Engineer,60067.51,767,TX,"52135 Palmer Springs, Jorgeburgh, AK 53505",001-902-527-8469,GB53MITQ78208297374896,full_coverage,0.2,1
CL000412,Dakota Evans,Male,50,married,Mechanic,63512.48,809,GA,"43751 Graham Ridge, Jessicahaven, NE 47945",924-638-2692x8550,GB49GKAS52889594703969,liability_only,0.1,1
CL000413,Jennifer Murphy,Female,49,single,Nurse,80405.66,850,TX,"6504 Martinez Plaza, North Benjamin, OR 77663",842-988-7344x96686,GB31SRTS47061706901497,liability_only,2.0,0
CL000414,Angela Richmond,Female,29,divorced,Sales Representative,33123.13,665,NC,"715 Castillo Knolls Suite 650, Chasehaven, NE 03122",+1-716-274-4923x43596,GB12IKYA56693754024286,liability_only,1.5,0
CL000415,Ronald Herrera,Male,39,widowed,Sales Representative,129876.26,796,OH,"1402 Brown Wall Apt. 857, Garnerfurt, VI 39934",716.538.4936x80635,GB54AXCA12789695193048,full_coverage,3.1,1
CL000416,Brittany Oneill,Male,24,married,Warehouse Worker,48379.4,639,NY,"8670 Paul Mall Apt. 036, West Kevin, LA 28194",+1-594-568-9633x1812,GB17LOVN17073174457762,full_coverage,5.4,1
CL000417,Stefanie Hughes,Female,41,single,Manager,121508.29,741,TX,"USCGC Medina, FPO AP 05893",798.497.7475x94434,GB25SLGO74037676874042,full_coverage,2.5,0
CL000418,Sean Fisher,Male,23,married,Construction Worker,61162.39,645,GA,"753 Davis Island Suite 330, Port Antonioton, OK 36907",001-706-856-5823x4453,GB14LHKF32660004709110,liability_only,8.3,0
CL000419,Robin Richards,Male,59,widowed,Electrician,28711.11,666,MI,"1199 Bass Common Apt. 815, Lake Suzanne, WY 36766",(261)644-7761x8687,GB58XOXS66682905256599,full_coverage,3.3,0
CL000420,Joseph Montgomery,Female,73,married,Freelancer,93857.48,850,MI,"330 Audrey Ferry, Hendersonport, PR 02774",547-339-8622x14051,GB82RMMB47473389147852,liability_only,6.7,0
CL000421,Edwin Turner,Male,25,divorced,Consultant,99751.57,647,TX,"9441 Sarah Summit, Lake Jeremy, NY 63527",+1-335-518-6647x7413,GB45LCQV30258534658153,full_coverage,3.0,0
CL000422,Taylor Parsons,Female,60,single,Mechanic,43382.41,740,FL,"178 Cooper Road, Port Barbaraport, VT 89291",928-765-5816,GB55YTFG83193489180038,full_coverage,6.0,0
CL000423,David Cruz,Female,76,married,Accountant,99329.89,691,GA,"2195 Garner Garden, Port Brianaville, HI 08799",752.773.4114x61331,GB55LGBC53030440778110,full_coverage,2.4,2
CL000424,Stacy Russell,Male,63,widowed,Business Owner,48214.44,593,FL,"557 Figueroa Station Suite 345, Davidside, WA 24587",+1-691-326-9945x206,GB88TXZD06166910082242,full_coverage,4.6,1
CL000425,Becky Nichols,Female,62,married,Nurse,26307.33,739,IL,"17562 Houston Port, Blevinstown, NC 25870",+1-447-491-0059x3257,GB28RUOB32200748597243,comprehensive,6.1,2
CL000426,Teresa Thomas,Female,44,married,Business Owner,48035.75,720,NC,"2058 Jasmine Drive Suite 060, Andreaburgh, WY 24346",206-654-7476x950,GB20CUQX98566430165562,full_coverage,3.8,1
CL000427,Justin Schmidt,Male,54,married,Freelancer,52189.32,604,GA,"PSC 7656, Box 9931, APO AE 51534",+1-906-622-9011x38604,GB12VYOC99038035148953,liability_only,4.9,0
CL000428,Tiffany Hudson,Male,75,single,Nurse,102276.84,630,PA,"7905 Kyle Crossroad, New Michael, CO 96893",(873)809-5326x70848,GB85ZKMW29258228280183,liability_only,1.9,0
CL000429,James Williams,Male,27,married,Retired,104431.42,561,NC,"PSC 8568, Box 4676, APO AP 65409",909.764.5837x44959,GB41ECHL31755592897487,full_coverage,0.0,0
CL000430,Angie Jennings,Female,71,married,Mechanic,72694.04,603,NC,"626 Morris Crest Apt. 997, Scottbury, KY 80864",(555)215-6419x67896,GB32ZBSG58201630159722,comprehensive,4.7,0
CL000431,Brianna Warren,Male,20,married,Police Officer,32739.42,681,TX,"584 Mario Squares, Keithview, PR 67926",001-561-957-1732x030,GB21SYTC56686334141115,comprehensive,0.0,0
CL000432,Rebecca Lewis,Other,52,married,Mechanic,38185.89,667,TX,"6680 Graham Square, North Lindahaven, AZ 36492",9335480153,GB53LZQM67155446053926,full_coverage,1.8,2
CL000433,Steve Washington,Male,42,single,Consultant,88958.77,784,IL,"272 Crystal Summit Apt. 649, North Carolberg, VT 70062",(567)228-5021x553,GB74VPOK58212626439567,comprehensive,6.5,1
CL000434,Debra Goodman,Female,52,married,Construction Worker,60399.11,620,NY,"5199 Catherine Circles, Webbstad, CA 20578",001-344-814-9253,GB46ITRF83859747765659,comprehensive,6.9,0
CL000435,Karen Ward,Male,61,married,Accountant,75526.02,721,IL,"343 Herrera Shoals Suite 156, East Jessica, MP 76819",990-976-3415x359,GB31DBVB11547734943148,comprehensive,6.8,1
CL000436,Mr. Tommy Mcdonald,Male,57,widowed,Student,50614.05,672,TX,"1354 Parker Lock Suite 573, Edwardberg, ND 48567",(358)809-5794x758,GB39MBEZ84136233470407,liability_only,1.7,0
CL000437,James Watkins,Female,51,single,Manager,51101.59,587,FL,"Unit 1479 Box 7341, DPO AP 46284",001-359-950-8374x560,GB70AGTM10175900170679,full_coverage,0.5,1
CL000438,Debra Johnson,Female,37,single,Sales Representative,64992.36,523,OH,"551 Mckee Drives, Lake Laurenshire, AS 31479",+1-889-267-6353x67355,GB20PBOE28834133513901,full_coverage,1.7,0
CL000439,Anthony Mcdonald,Female,64,married,Freelancer,53792.82,625,TX,"4936 Rosales Fork, Timothyshire, MT 58386",001-414-880-3007x35658,GB02AQFK26379412886691,full_coverage,1.3,1
CL000440,Cameron Anderson,Female,51,married,Manager,66445.34,768,IL,"42526 Sandra Prairie, Clarkeside, OK 19735",694-665-7446x53255,GB50CDQD85136738052038,full_coverage,2.9,0
CL000441,Maria Garcia,Male,66,divorced,Software Engineer,56682.07,593,GA,"684 Amanda Harbors Suite 146, East Anthony, CA 34715",+1-583-833-5401x12728,GB17AGAQ76477090676183,full_coverage,0.1,0
CL000442,Jamie Yang,Male,28,married,Chef,23969.79,562,NY,"7162 Victor Canyon Suite 888, Hoffmanport, CT 66168",(993)603-2645x6496,GB47DSTC60539064909703,comprehensive,1.3,0
CL000443,George Stanley,Male,70,single,Administrative Assistant,76776.82,662,IL,"018 Jo Landing Apt. 368, New Peter, AL 61104",821-253-1936x252,GB48EFDN90887548029335,full_coverage,0.4,1
CL000444,Nicole Carey,Male,40,married,Nurse,61763.87,679,CA,"65735 Timothy Junction, Nicholasborough, WI 90975",001-551-302-1401x283,GB55SKLQ97990359717717,liability_only,2.8,0
CL000445,Cheryl Reed,Female,76,single,Accountant,54970.24,712,GA,"412 Kent Square, Smithland, MO 33710",+1-638-395-3376,GB84YROY67760064345973,full_coverage,1.7,0
CL000446,Margaret Kennedy,Female,21,widowed,Truck Driver,57471.62,709,PA,"24967 Gaines Parks, Virginiamouth, DE 00543",884-280-9473x1815,GB30KJFP07995947611107,liability_only,2.7,0
CL000447,Laura Myers,Female,70,married,Manager,51980.31,770,TX,"5657 William Turnpike Suite 226, West William, KY 89669",111-556-2048,GB07ANMX99261382687097,full_coverage,1.3,0
CL000448,Stefanie Gonzales,Female,68,married,Administrative Assistant,58891.15,581,NY,"399 Thomas Fork, Mcdonaldburgh, FM 98205",001-471-210-7351x28962,GB11NRUF43233302399344,full_coverage,4.0,0
CL000449,Richard Olsen,Female,28,single,Software Engineer,21558.99,726,FL,"430 Salazar Shoal Apt. 357, Morrisberg, PA 40546",628-653-7006,GB38QRKJ87531198042554,full_coverage,3.0,0
CL000450,Kendra Smith,Female,52,single,Electrician,68213.53,655,TX,"4255 Timothy Wall Suite 887, Johnsonburgh, AZ 30475",001-892-821-3170x1958,GB18GSYS28798728731424,comprehensive,0.8,1
CL000451,Rebecca Thompson,Female,35,single,Chef,100576.92,837,TX,"964 Wilson Branch Apt. 328, South Adammouth, CO 92458",4284745120,GB40XWUY01754541648792,full_coverage,3.4,0
CL000452,Melissa Brown,Female,38,divorced,Truck Driver,60511.56,674,OH,"2750 Michael Lodge Suite 442, East Mindyfurt, AR 63583",+1-954-483-3095,GB67HWRG68060145792326,comprehensive,4.3,1
CL000453,Mr. Matthew Peterson,Female,44,widowed,Truck Driver,65845.62,717,TX,"15019 Crawford Vista Suite 209, West Charles, DC 06559",982-285-2332,GB87ISUG79582915855116,full_coverage,2.7,1
CL000454,Rebekah Brewer,Male,28,married,Construction Worker,41313.05,681,FL,"632 Flores Stream, North Paulfurt, OH 43247",+1-853-868-6632,GB30QRVM94611952436402,full_coverage,4.0,0
CL000455,Kyle Beltran,Female,75,single,Retail Worker,70034.87,680,MI,"PSC 7574, Box 1424, APO AP 61809",596.326.2591,GB64FZPU77546730044079,full_coverage,2.3,1
CL000456,Julia Simpson,Female,75,married,Sales Representative,295233.53,645,PA,"7156 Walker Path Apt. 299, Port Lindaview, ND 85340",2426479600,GB92ATCN57376242662254,full_coverage,2.9,0
CL000457,Tammy Walker,Male,44,married,Administrative Assistant,19937.57,850,CA,"91401 Hernandez Garden, Lake Danielmouth, HI 24392",(441)547-5690x0184,GB60GKTQ47422983596677,comprehensive,3.0,2
CL000458,Angela Gomez,Female,68,married,Student,123866.34,823,NY,"26247 Richard Branch, Lake Jamesshire, AK 75821",4069476144,GB95QPHX55404231697920,full_coverage,5.8,0
CL000459,Jessica Cox,Female,80,divorced,Sales Representative,103891.39,676,GA,"343 Matthews Harbor, Melissashire, VI 24516",001-352-587-8357x338,GB57HAPH45330236412247,full_coverage,7.8,0
CL000460,Alison Hudson,Male,55,single,Teacher,90303.16,747,IL,"03350 Moon Locks Apt. 232, Codytown, NM 93391",255-658-7094,GB40EEUV45641199255125,comprehensive,9.3,0
CL000461,Robert Johnson,Male,20,married,Mechanic,39409.39,705,NC,"135 Michael Summit, Lake Haley, RI 33783",001-419-471-5755x71663,GB11INHA61621856352007,full_coverage,1.2,0
CL000462,Benjamin Williams,Male,19,married,Teacher,106439.62,627,MI,"868 Contreras Manor Suite 714, Lake Jason, NE 03643",909.301.0146x10392,GB10RTGB46163881687851,liability_only,2.6,2
CL000463,Melinda Cantu,Female,43,single,Chef,44373.23,740,NC,"USS Kaiser, FPO AP 05112",+1-996-456-8826x72800,GB27WPFA81472373564078,liability_only,0.1,1
CL000464,Nathaniel Norman,Male,18,married,Chef,63480.62,692,TX,"USNS Williams, FPO AA 79623",589.899.5145x498,GB10OCIM74906688675185,full_coverage,4.2,0
CL000465,Stephanie Miller,Female,40,single,Software Engineer,38487.07,673,NC,"59563 Wright Terrace Apt. 807, New Sarah, AK 94841",9259856533,GB59PZHA31678719261548,comprehensive,1.8,0
CL000466,Mr. Samuel Thomas,Female,55,single,Consultant,73376.53,544,TX,"4550 Wendy Hill, New Victoriaton, TN 74371",001-983-497-6738,GB73JMDM30343830009143,full_coverage,3.5,0
CL000467,Luis Montgomery,Male,49,single,Sales Representative,22502.71,687,TX,"4179 Edwards Groves, Websterberg, NY 81660",835.218.9622x5275,GB23AFEH02340567712515,comprehensive,0.3,0
CL000468,Nancy Mckenzie,Male,59,single,Accountant,54174.99,557,TX,"051 Powell Cape, Port Hectorshire, DC 64437",484.947.9098x63615,GB13MTKR44420224824886,liability_only,0.5,1
CL000469,Benjamin Oneill,Female,48,married,Mechanic,39483.06,604,NC,"5031 Robin Bypass, South Erika, SC 77461",341-293-9606,GB28BJXM32884621841292,full_coverage,5.7,1
CL000470,Juan Waters,Female,44,married,Manager,59753.01,654,TX,"41413 Zachary Creek, West Alecmouth, PW 11763",001-732-851-7904x470,GB88ASXI06714878310314,comprehensive,6.5,0
CL000471,Heather Lozano,Male,47,single,Software Engineer,59764.35,701,PA,"691 Bell Mount Apt. 499, Lake Dennisville, IA 40527",705.417.2897,GB07MDIC50937710040901,liability_only,1.6,0
CL000472,John Potts,Female,39,married,Consultant,78215.81,621,FL,"794 Spencer Grove Apt. 337, Jonathanshire, RI 69348",409.833.9136x941,GB80JCAM03267531805763,full_coverage,7.1,0
CL000473,Russell Miller,Female,53,married,Retail Worker,41929.35,690,NY,"Unit 9654 Box 6125, DPO AE 52427",8649004748,GB83TJRM98948481703610,full_coverage,4.0,0
CL000474,Tammy Bryant DDS,Male,45,single,Nurse,39525.65,597,GA,"127 Webster Trace, Maldonadoshire, SD 83770",359.587.6220x234,GB15OLQT55168740903802,liability_only,1.2,0
CL000475,Jill Herring,Male,21,married,Police Officer,70573.24,644,NY,"759 Larson Valleys, Port Veronica, AZ 58716",311.617.1960x04902,GB50JJCZ55967433384965,full_coverage,1.1,0
CL000476,Christopher Bradley,Male,31,single,Software Engineer,35812.45,744,MI,"644 Young Junction Apt. 507, New Carolynview, SC 73039",431-817-8905,GB26PSUE53756130015975,full_coverage,1.8,0
CL000477,Debbie Miller,Male,66,single,Student,42408.47,677,CA,"PSC 3493, Box 1796, APO AA 04875",(805)458-1735x79211,GB77KAMW98935464639897,comprehensive,1.1,1
CL000478,Todd Bates,Female,67,single,Administrative Assistant,20567.92,638,IL,"Unit 2602 Box 5634, DPO AE 92418",862.205.5543x8404,GB63DOZB73033793375636,liability_only,9.9,0
CL000479,Erin Tucker,Male,45,single,Warehouse Worker,50600.19,619,NY,"80981 Sanchez Meadows Suite 203, Brookeville, MT 40768",229-305-0926x00011,GB54KNCN19738449812130,full_coverage,1.1,1
CL000480,Patrick Hunt,Male,53,married,Construction Worker,22661.39,581,NC,"469 Kathryn Spur, Woodsborough, TX 29081",804-748-1773,GB20KXNC92218822063186,comprehensive,9.6,1
CL000481,Barbara Cruz,Female,40,married,Sales Representative,17133.48,659,NC,"23641 Lawson Manors, West Robin, RI 77971",367-564-0323,GB06VFKE82671269379499,full_coverage,3.5,1
CL000482,Sarah Martin,Male,40,widowed,Teacher,76362.41,657,OH,"644 Sutton Harbors, Port Sandra, SC 56757",001-286-781-1143x30640,GB31RPPC55590627879025,comprehensive,0.7,0
CL000483,Melissa Smith,Female,28,married,Sales Representative,60628.91,695,OH,"72162 Foster Brooks Apt. 235, Charlestown, HI 82091",759-799-7737x93957,GB17CSUE47411173670386,full_coverage,1.2,0
CL000484,Henry Rosario,Other,36,married,Software Engineer,57898.36,607,CA,"92711 Graves Fords, South James, GA 64684",001-347-281-2914x28341,GB81ZPBB51405468356521,comprehensive,1.7,1
CL000485,Jeffrey Garcia,Male,65,married,Software Engineer,44043.36,584,MI,"233 Laura Plains Apt. 563, Lake Stacieberg, OK 22275",+1-548-328-7321x0788,GB94FUOH65485220720197,liability_only,1.6,0
CL000486,Krista Taylor,Male,58,single,Consultant,64741.45,582,CA,"2796 Crystal Islands, East Colleenmouth, MI 44019",889-079-9490,GB91WEEN23003607223502,full_coverage,1.9,1
CL000487,Kendra Smith,Female,55,single,Electrician,97514.29,684,OH,"PSC 4243, Box 7539, APO AE 57483",001-892-980-9166x31669,GB55XVJA33045441061664,full_coverage,0.9,1
CL000488,April Jennings,Female,51,single,Software Engineer,81197.63,673,NY,"015 Tracy Hills Apt. 962, New Davidville, DE 47511",5503969961,GB88KFWK52322805883774,liability_only,0.5,2
CL000489,Thomas Singh,Female,45,single,Freelancer,36970.96,722,GA,"USNV Crawford, FPO AA 23354",439-950-1115x25586,GB24OWRR82603174890304,full_coverage,7.7,0
CL000490,Heather Barrera,Female,52,married,Freelancer,95725.59,728,PA,"971 Jones Vista, Margaretberg, HI 80343",755.845.9205,GB55OKOP99113798304576,full_coverage,5.3,0
CL000491,Jessica Wright,Female,64,divorced,Administrative Assistant,27052.61,587,MI,"60895 Buck Camp, West Donnaburgh, HI 15742",001-333-468-9600x83476,GB59VQUS89930746113997,liability_only,0.1,0
CL000492,Shannon Wheeler,Female,27,single,Sales Representative,80637.09,664,IL,"603 Abigail Oval Suite 285, Huntville, ND 34344",001-639-676-3090x07379,GB02ZIKO44410769262654,full_coverage,1.1,1
CL000493,Elizabeth Hayes,Female,75,divorced,Accountant,159078.37,721,CA,"706 Rhodes Freeway, Bishopmouth, IN 70494",(358)827-3902,GB68UGZC53779599594652,full_coverage,1.3,1
CL000494,Keith Norris,Female,57,single,Truck Driver,39601.56,685,TX,"59839 Blevins Route Apt. 799, Coxmouth, NV 67004",001-937-556-8167x84340,GB93BOUV17761350078836,liability_only,1.7,0
CL000495,Brittany Gonzalez,Other,54,single,Chef,94714.75,633,IL,"0336 Anderson Plaza Suite 023, Port Yvonneberg, GU 90072",(653)227-3551x4972,GB15GEEH47714695093555,full_coverage,2.6,0
CL000496,Jesse Hinton,Female,79,married,Software Engineer,140610.12,838,CA,"PSC 2006, Box 1741, APO AE 55301",345-494-7612x1893,GB70WEFH40140822815775,comprehensive,3.8,0
CL000497,Douglas Grant,Male,53,divorced,Software Engineer,63251.18,699,IL,"5555 Williams Lodge, Lake Marvin, AL 66000",278.694.3327x6399,GB61VNBA82369626902220,liability_only,5.3,0
CL000498,Jade Rogers,Female,39,divorced,Police Officer,67794.28,693,OH,"9067 Samantha Cliff, Erikaburgh, AZ 07817",993.444.9076,GB48DMFX18333919296921,full_coverage,3.2,0
CL000499,George Johnson,Female,77,married,Accountant,40973.32,672,PA,"0082 William Shoal, Wallaceview, HI 60011",001-205-849-8578x87282,GB78GEFW80126980446658,liability_only,11.1,3
CL000500,Brenda Ibarra,Female,32,married,Sales Representative,120977.36,720,PA,"606 Gonzales Square, Sabrinamouth, HI 47921",937.287.4778x840,GB69ZWWT46577706129889,full_coverage,0.8,1
CL000501,Thomas Gardner,Female,74,single,Chef,110086.33,734,FL,"784 Danielle Inlet, Lake Stevenmouth, KY 86156",337-818-6056x68803,GB32VSVE42806589175260,full_coverage,3.0,0
CL000502,Miss Debra Roberson,Male,70,single,Business Owner,91119.11,692,CA,"919 Hawkins Pike, Smithville, NJ 00654",001-986-671-5207x710,GB52BJHH68957967246105,comprehensive,0.6,0
CL000503,Anna House,Female,18,married,Retired,79814.24,667,IL,"70178 Johnson Fall, West Brandonstad, TN 38388",001-472-939-2010,GB83LTZT74753965974425,comprehensive,1.2,0
CL000504,Matthew Becker,Female,64,single,Electrician,63008.68,652,MI,"204 Richard Creek Suite 374, Port Kristinstad, CO 25097",979.837.6699,GB07RDXV60855717490584,liability_only,4.1,1
CL000505,Jeanne Hicks,Male,58,single,Retired,33646.3,662,NC,"035 Jackson Street, Lake Michaelview, KS 43846",7995986324,GB69KEOX91111085184668,full_coverage,11.1,0
CL000506,Mary Acosta,Female,32,single,Sales Representative,72839.06,672,NY,"35961 Brian Shoals, Cummingsborough, SD 36545",001-480-202-2642x597,GB07KKJR29878192147498,liability_only,11.5,0
CL000507,Eric Smith,Male,79,single,Sales Representative,52997.63,781,MI,"1784 Hatfield Falls, West Russellmouth, HI 65910",980-945-2926x76988,GB86PKJI58474134019293,comprehensive,2.8,0
CL000508,Steve Smith,Female,47,divorced,Accountant,99887.11,704,FL,"75193 Bennett Gateway Apt. 124, Kristinfort, PA 32273",(256)811-5686x22307,GB84KTIQ05316022743303,liability_only,2.3,1
CL000509,Toni Thompson,Male,34,married,Consultant,46797.08,721,CA,"86244 Brennan Knoll Suite 311, Lake Charles, ND 92058",8783287806,GB89KWJL98586635654180,full_coverage,11.3,0
CL000510,Scott Becker,Male,52,single,Construction Worker,15881.74,665,GA,"28866 Rhonda Island, Peterhaven, WV 41154",(488)228-4705,GB09HCVH29887123203668,full_coverage,10.7,0
CL000511,Edward French,Female,29,single,Warehouse Worker,46925.2,555,NY,"USCGC Gardner, FPO AE 56531",+1-552-472-8760,GB13AQPO83471062833455,liability_only,3.2,0
CL000512,Mr. Jeffery Lee,Female,71,married,Truck Driver,75793.59,741,IL,"0045 Matthew Knolls Suite 302, Walkerberg, GA 72689",(870)542-4025x554,GB69SZOO04116788159646,full_coverage,1.5,1
